Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
       44;20131023;   3;   16.0;  15.0;  -999;    -999;   82.79;-999;   19.7;   12.8;   10.7;-999;   0.0;   0;    2.783;   0;eor
       44;20131024;   3;   10.9;  10.9;  -999;    -999;   84.17;-999;   15.2;    4.8;    1.7;-999;   0.0;   0;    8.233;   0;eor
       44;20131025;   3;   12.0;  13.0;  -999;    -999;   90.38;-999;   16.4;    4.9;    1.7;-999;   2.1;   4;    0.000;   0;eor
       44;20131026;   3;   15.5;  15.5;  -999;    -999;   88.04;-999;   19.3;   13.9;   11.3;-999;   0.0;   0;    2.383;   0;eor
       44;20131027;   3;   14.1;  13.1;  -999;    -999;   81.54;-999;   16.1;   12.5;   10.4;-999;   6.1;   4;    2.817;   0;eor
       44;20131028;   3;   13.3;  12.3;  -999;    -999;   80.46;-999;   17.6;   10.3;    8.2;-999;   2.4;   4;    0.983;   0;eor
       44;20131029;   3;    9.7;  10.0;  -999;    -999;   83.00;-999;   12.6;    7.1;    5.6;-999;   5.0;   4;    0.800;   0;eor
       44;20131030;   3;    8.1;   9.5;  -999;    -999;   87.83;-999;   12.3;    6.2;    3.0;-999;   0.0;   0;    5.100;   0;eor
       44;20131031;   3;    9.1;   9.2;  -999;    -999;   80.08;-999;   12.1;    5.5;    3.4;-999;   0.0;   4;    5.700;   0;eor
       44;20131101;   3;   10.6;  11.1;  -999;    -999;   86.17;-999;   13.1;    9.2;    7.1;-999;   2.4;   4;    0.217;   0;eor
       44;20131102;   3;    9.3;  11.5;  -999;    -999;   97.46;-999;   11.2;    7.8;    7.7;-999;   6.5;   4;    0.000;   0;eor
       44;20131103;   3;    8.7;   9.6;  -999;    -999;   85.29;-999;   11.2;    6.2;    4.5;-999;   4.2;   4;    1.283;   0;eor
       44;20131104;   3;    7.2;   9.8;  -999;    -999;   95.83;-999;   11.6;    5.6;    4.0;-999;  20.3;   4;    0.000;   0;eor
       44;20131105;   3;    6.7;   8.9;  -999;    -999;   91.13;-999;    9.5;    4.9;    3.4;-999;   3.9;   4;    4.500;   0;eor
       44;20131106;   3;    7.8;   9.8;  -999;    -999;   91.75;-999;    9.2;    5.6;    4.1;-999;  12.1;   4;    0.667;   0;eor
       44;20131107;   3;   10.6;  11.9;  -999;    -999;   91.88;-999;   13.3;    7.2;    5.9;-999;   0.0;   4;    1.133;   0;eor
       44;20131108;   3;    8.0;  10.4;  -999;    -999;   96.33;-999;   10.4;    5.6;    2.0;-999;   1.5;   4;    2.233;   0;eor
       44;20131109;   3;    8.4;   9.1;  -999;    -999;   82.67;-999;   10.3;    6.1;    3.2;-999;   7.5;   4;    4.283;   0;eor
       44;20131110;   3;    5.2;   8.2;  -999;    -999;   92.79;-999;    8.2;    3.0;    1.2;-999;   1.1;   4;    5.283;   0;eor
       44;20131111;   3;    5.9;   7.8;  -999;    -999;   84.42;-999;    9.3;    2.3;   -0.2;-999;   0.0;   0;    4.550;   0;eor
       44;20131112;   3;    6.6;   8.5;  -999;    -999;   87.58;-999;    7.3;    5.9;    3.5;-999;   1.1;   4;    0.000;   0;eor
       44;20131113;   3;    5.8;   8.5;  -999;    -999;   93.00;-999;   10.1;    3.4;    0.2;-999;   0.0;   0;    7.367;   0;eor
       44;20131114;   3;    5.7;   8.3;  -999;    -999;   91.00;-999;    6.9;    3.9;    2.5;-999;   0.0;   0;    0.650;   0;eor
       44;20131115;   3;    6.2;   9.2;  -999;    -999;   97.38;-999;    7.3;    5.3;    4.6;-999;   0.0;   0;    0.000;   0;eor
       44;20131116;   3;    6.1;   9.2;  -999;    -999;   97.92;-999;    6.6;    5.0;    5.2;-999;   0.0;   0;    0.000;   0;eor
       44;20131117;   3;    6.4;   9.5;  -999;    -999;   99.13;-999;    7.8;    5.0;    5.1;-999;   0.5;   4;    0.000;   0;eor
       44;20131118;   3;    5.1;   8.6;  -999;    -999;   98.08;-999;    6.6;    4.4;    3.4;-999;   0.1;   4;    0.000;   0;eor
       44;20131119;   3;    4.9;   8.3;  -999;    -999;   95.67;-999;    6.2;    3.0;    2.0;-999;   1.1;   4;    0.000;   0;eor
       44;20131120;   3;    2.6;   7.0;  -999;    -999;   94.88;-999;    6.6;    0.3;   -1.6;-999;   0.0;   0;    5.050;   0;eor
       44;20131121;   3;    1.4;   6.2;  -999;    -999;   91.08;-999;    4.5;   -0.2;   -2.2;-999;   0.4;   4;    5.500;   0;eor
       44;20131122;   3;    3.3;   7.5;  -999;    -999;   96.38;-999;    4.6;    1.0;    0.5;-999;   0.3;   4;    0.000;   0;eor
       44;20131123;   3;    3.6;   7.6;  -999;    -999;   95.75;-999;    7.0;   -0.6;   -2.9;-999;   0.2;   4;    1.283;   0;eor
       44;20131124;   3;    3.4;   6.6;  -999;    -999;   84.38;-999;    6.9;   -0.8;   -3.5;-999;   0.5;   4;    1.717;   0;eor
       44;20131125;   3;    1.0;   6.1;  -999;    -999;   92.67;-999;    5.2;   -2.5;   -5.2;-999;   0.3;   4;    3.000;   0;eor
       44;20131126;   3;    0.1;   5.9;  -999;    -999;   95.21;-999;    4.7;   -4.6;   -6.9;-999;   0.1;   4;    5.283;   0;eor
       44;20131127;   3;    4.9;   8.6;  -999;    -999;   98.21;-999;    8.2;    1.7;    1.1;-999;   1.5;   4;    0.100;   0;eor
       44;20131128;   3;    8.0;   9.3;  -999;    -999;   86.67;-999;    8.5;    6.9;    6.0;-999;   0.0;   0;    0.000;   0;eor
       44;20131129;   3;    5.7;   8.3;  -999;    -999;   90.33;-999;    7.0;    3.1;    2.0;-999;   8.7;   4;    0.000;   0;eor
       44;20131130;   3;    5.1;   8.3;  -999;    -999;   94.42;-999;    6.9;    3.0;    0.9;-999;   0.2;   4;    0.683;   0;eor
       44;20131201;   3;    6.2;   8.9;  -999;    -999;   93.04;-999;    8.2;    4.3;    2.2;-999;   0.3;   4;    0.550;   0;eor
       44;20131202;   3;    2.3;   7.0;  -999;    -999;   96.38;-999;    6.6;   -1.1;   -3.2;-999;   0.0;   0;    4.800;   0;eor
       44;20131203;   3;    0.3;   6.1;  -999;    -999;   97.67;-999;    3.8;   -2.2;   -4.1;-999;   0.0;   0;    4.433;   0;eor
       44;20131204;   3;    3.4;   7.6;  -999;    -999;   96.67;-999;    6.3;    1.3;    0.6;-999;   1.5;   4;    0.000;   0;eor
       44;20131205;   3;    3.3;   6.8;  -999;    -999;   87.92;-999;    4.9;    0.3;   -0.4;-999;   8.6;   4;    0.000;   0;eor
       44;20131206;   3;    1.0;   5.9;  -999;    -999;   89.83;-999;    2.1;    0.0;   -1.1;-999;   2.6;   4;    1.183;   1;eor
       44;20131207;   3;    2.2;   6.8;  -999;    -999;   94.38;-999;    5.4;    0.1;   -1.2;-999;   0.9;   4;    0.000;   0;eor
       44;20131208;   3;    7.2;   9.5;  -999;    -999;   93.25;-999;    8.9;    5.5;    4.9;-999;   7.5;   4;    0.000;   0;eor
       44;20131209;   3;    8.5;  11.0;  -999;    -999;   98.58;-999;    8.7;    7.7;    7.5;-999;   3.3;   4;    0.000;   0;eor
       44;20131210;   3;    6.6;   9.4;  -999;    -999;   96.54;-999;    7.7;    4.7;    4.7;-999;   0.0;   0;    0.000;   0;eor
       44;20131211;   3;    3.6;   7.8;  -999;    -999;   99.21;-999;    5.0;    1.6;    1.9;-999;   0.0;   0;    0.000;   0;eor
       44;20131212;   3;    1.9;   7.0;  -999;    -999;  100.00;-999;    3.4;    0.9;   -0.8;-999;   0.0;   0;    0.017;   0;eor
       44;20131213;   3;    1.8;   6.6;  -999;    -999;   95.17;-999;    5.2;    0.1;   -2.3;-999;   0.0;   0;    1.383;   0;eor
       44;20131214;   3;    3.1;   7.5;  -999;    -999;   97.83;-999;    5.9;   -0.5;   -3.1;-999;   1.0;   4;    0.000;   0;eor
       44;20131215;   3;    6.8;   8.8;  -999;    -999;   88.13;-999;    8.6;    4.9;    3.5;-999;   0.2;   4;    0.000;   0;eor
       44;20131216;   3;    8.9;   7.9;  -999;    -999;   69.42;-999;   11.6;    6.7;    4.4;-999;   0.0;   0;    1.017;   0;eor
       44;20131217;   3;    6.8;   8.2;  -999;    -999;   84.13;-999;    9.9;    4.6;    3.7;-999;   0.1;   4;    0.000;   0;eor
       44;20131218;   3;    6.4;   8.2;  -999;    -999;   85.67;-999;    9.8;    4.4;    1.5;-999;   2.7;   4;    0.817;   0;eor
       44;20131219;   3;    6.4;   9.0;  -999;    -999;   93.46;-999;    8.4;    1.7;   -1.6;-999;   3.1;   4;    0.033;   0;eor
       44;20131220;   3;    4.1;   7.6;  -999;    -999;   93.13;-999;    6.5;    0.9;   -1.8;-999;   0.1;   4;    1.283;   0;eor
       44;20131221;   3;    6.7;   7.2;  -999;    -999;   72.96;-999;    8.1;    5.0;    3.7;-999;   0.5;   4;    0.000;   0;eor
       44;20131222;   3;    7.6;   8.6;  -999;    -999;   82.38;-999;    9.7;    4.9;    3.2;-999;   0.8;   4;    0.133;   0;eor
       44;20131223;   3;    7.0;   8.1;  -999;    -999;   81.25;-999;   11.4;    3.3;    0.8;-999;   0.0;   0;    4.567;   0;eor
       44;20131224;   3;   10.9;   9.4;  -999;    -999;   72.63;-999;   12.4;    7.3;    6.9;-999;  12.9;   4;    0.000;   0;eor
       44;20131225;   3;    6.4;   8.7;  -999;    -999;   90.50;-999;    8.9;    1.4;   -1.8;-999;   0.0;   0;    1.867;   0;eor
       44;20131226;   3;    2.9;   7.5;  -999;    -999;   99.33;-999;    5.2;    0.1;   -2.1;-999;   0.3;   4;    0.000;   0;eor
       44;20131227;   3;    6.5;   8.3;  -999;    -999;   84.71;-999;    9.8;    2.9;    0.6;-999;   6.4;   4;    0.000;   0;eor
       44;20131228;   3;    6.1;   9.1;  -999;    -999;   96.38;-999;    8.0;    4.0;    1.0;-999;   2.3;   4;    0.100;   0;eor
       44;20131229;   3;    5.4;   8.1;  -999;    -999;   90.83;-999;    6.3;    3.9;    2.0;-999;   0.2;   4;    0.600;   0;eor
       44;20131230;   3;    3.9;   6.7;  -999;    -999;   83.54;-999;    5.9;    1.8;   -0.4;-999;   0.0;   0;    5.717;   0;eor
       44;20131231;   3;    4.4;   6.6;  -999;    -999;   78.25;-999;    7.1;    1.6;   -1.9;-999;   0.7;   4;    4.867;   0;eor
       44;20140101;   3;    5.4;   7.3;  -999;    -999;   81.00;-999;    8.2;    3.7;    2.5;-999;   0.2;   4;    5.667;   0;eor
       44;20140102;   3;    7.7;   9.0;  -999;    -999;   85.38;-999;   10.7;    4.9;    2.3;-999;   0.6;   4;    0.567;   0;eor
       44;20140103;   3;    7.1;   8.8;  -999;    -999;   87.17;-999;   10.2;    4.5;    1.6;-999;   2.7;   4;    0.033;   0;eor
       44;20140104;   3;    6.4;   7.7;  -999;    -999;   80.29;-999;    7.5;    4.3;    2.5;-999;   1.2;   4;    2.117;   0;eor
       44;20140105;   3;    5.3;   8.0;  -999;    -999;   89.54;-999;    7.2;    2.6;   -0.7;-999;   0.2;   4;    2.583;   0;eor
       44;20140106;   3;    8.5;   9.9;  -999;    -999;   87.04;-999;   12.3;    2.8;    0.7;-999;   4.1;   4;    0.250;   0;eor
       44;20140107;   3;   10.4;   9.7;  -999;    -999;   77.38;-999;   11.6;    8.6;    6.1;-999;   4.0;   4;    0.567;   0;eor
       44;20140108;   3;    8.1;   9.5;  -999;    -999;   87.29;-999;   10.2;    5.1;    1.9;-999;   0.8;   4;    0.133;   0;eor
       44;20140109;   3;    8.4;   9.5;  -999;    -999;   85.63;-999;   12.1;    5.2;    2.8;-999;   1.2;   4;    0.000;   0;eor
       44;20140110;   3;    6.0;   7.9;  -999;    -999;   84.58;-999;    7.4;    4.8;    2.8;-999;   0.0;   0;    1.617;   0;eor
       44;20140111;   3;    4.7;   7.7;  -999;    -999;   90.67;-999;    5.7;    3.1;    1.2;-999;   2.1;   4;    0.000;   0;eor
       44;20140112;   3;    2.5;   6.6;  -999;    -999;   91.04;-999;    5.6;   -0.3;   -1.4;-999;   0.0;   0;    6.033;   0;eor
       44;20140113;   3;    4.5;   7.7;  -999;    -999;   90.79;-999;    8.7;   -0.2;   -1.7;-999;   0.4;   4;    0.967;   0;eor
       44;20140114;   3;    3.3;   7.4;  -999;    -999;   95.79;-999;    6.9;    0.9;   -1.9;-999;   0.0;   4;    2.733;   0;eor
       44;20140115;   3;    4.0;   7.4;  -999;    -999;   91.21;-999;    5.8;    1.6;    0.3;-999;   5.8;   4;    2.033;   0;eor
       44;20140116;   3;    5.7;   8.7;  -999;    -999;   94.96;-999;    7.3;    3.5;    0.7;-999;   1.0;   4;    0.000;   0;eor
       44;20140117;   3;    6.7;   8.4;  -999;    -999;   86.29;-999;    8.7;    4.2;    0.6;-999;   2.4;   4;    0.317;   0;eor
       44;20140118;   3;    5.9;   8.2;  -999;    -999;   87.83;-999;    8.3;    3.2;    2.2;-999;   0.0;   0;    2.517;   0;eor
       44;20140119;   3;    3.6;   7.4;  -999;    -999;   93.33;-999;    5.5;    0.8;    0.8;-999;   0.0;   0;    0.000;   0;eor
       44;20140120;   3;   -0.2;   5.9;  -999;    -999;   97.58;-999;    0.9;   -0.7;   -0.6;-999;   0.5;   4;    0.000;   0;eor
       44;20140121;   3;   -0.6;   5.8;  -999;    -999;   99.13;-999;   -0.1;   -1.0;   -0.8;-999;   0.0;   0;    0.000;   0;eor
       44;20140122;   3;   -0.8;   5.6;  -999;    -999;   96.79;-999;   -0.4;   -1.5;   -1.3;-999;   0.0;   0;    0.000;   0;eor
       44;20140123;   3;   -1.5;   5.1;  -999;    -999;   93.46;-999;   -0.5;   -2.2;   -2.6;-999;   0.6;   4;    0.017;   0;eor
       44;20140124;   3;   -3.5;   4.3;  -999;    -999;   91.00;-999;   -1.9;   -5.0;   -4.9;-999;   0.0;   0;    0.000;   1;eor
       44;20140125;   3;   -5.6;   3.6;  -999;    -999;   89.58;-999;   -4.5;   -7.4;   -7.1;-999;   1.3;   4;    0.000;   1;eor
       44;20140126;   3;   -7.8;   3.1;  -999;    -999;   91.29;-999;   -4.0;   -8.9;   -8.8;-999;   2.2;   4;    0.000;   3;eor
       44;20140127;   3;    1.6;   6.2;  -999;    -999;   90.04;-999;    4.6;   -3.9;   -3.6;-999;   0.0;   0;    6.200;   5;eor
       44;20140128;   3;    1.9;   6.0;  -999;    -999;   85.50;-999;    4.5;   -1.5;   -2.8;-999;   0.0;   0;    7.933;   3;eor
       44;20140129;   3;   -3.4;   4.4;  -999;    -999;   90.71;-999;   -0.5;   -5.1;   -3.4;-999;   0.0;   0;    0.000;   1;eor
       44;20140130;   3;   -3.6;   4.0;  -999;    -999;   85.92;-999;   -1.1;   -5.4;   -5.8;-999;   0.0;   0;    6.083;   1;eor
       44;20140131;   3;   -2.4;   4.5;  -999;    -999;   87.92;-999;    1.9;   -5.6;   -5.3;-999;   0.0;   0;    5.283;   0;eor
       44;20140201;   3;    3.7;   6.8;  -999;    -999;   85.67;-999;    5.2;    1.5;   -1.1;-999;   1.4;   4;    0.000;   0;eor
       44;20140202;   3;    4.0;   6.7;  -999;    -999;   82.54;-999;    8.3;   -0.2;   -6.3;-999;   0.0;   0;    7.517;   0;eor
       44;20140203;   3;    1.4;   6.2;  -999;    -999;   92.08;-999;    5.2;   -1.8;   -7.3;-999;   0.0;   0;    7.017;   0;eor
       44;20140204;   3;    3.5;   6.7;  -999;    -999;   86.42;-999;    7.9;    0.8;   -2.8;-999;   0.0;   0;    2.167;   0;eor
       44;20140205;   3;    4.1;   6.7;  -999;    -999;   82.33;-999;    8.7;    0.7;   -1.2;-999;   0.2;   4;    4.700;   0;eor
       44;20140206;   3;    7.4;   7.6;  -999;    -999;   74.38;-999;    9.2;    5.6;    3.8;-999;   7.1;   4;    0.467;   0;eor
       44;20140207;   3;    7.3;   8.9;  -999;    -999;   86.88;-999;   11.3;    4.9;    3.2;-999;   6.8;   4;    0.000;   0;eor
       44;20140208;   3;    5.8;   7.8;  -999;    -999;   84.21;-999;    8.0;    3.3;    1.2;-999;   2.6;   4;    0.050;   0;eor
       44;20140209;   3;    5.9;   6.7;  -999;    -999;   72.50;-999;    7.8;    4.0;    1.7;-999;   0.4;   4;    1.567;   0;eor
       44;20140210;   3;    3.9;   6.5;  -999;    -999;   81.00;-999;    6.9;    0.8;   -2.2;-999;   0.8;   4;    0.183;   0;eor
       44;20140211;   3;    4.6;   7.3;  -999;    -999;   87.00;-999;    7.9;    1.4;   -0.5;-999;   1.1;   4;    1.433;   0;eor
       44;20140212;   3;    5.4;   6.9;  -999;    -999;   78.13;-999;    8.5;    2.7;    0.3;-999;   0.2;   4;    6.267;   0;eor
       44;20140213;   3;    5.4;   7.3;  -999;    -999;   81.75;-999;    7.6;    2.7;    1.7;-999;   8.6;   4;    3.000;   0;eor
       44;20140214;   3;    4.5;   7.1;  -999;    -999;   84.75;-999;    8.0;    1.1;   -0.5;-999;   1.9;   4;    5.683;   0;eor
       44;20140215;   3;    9.5;   7.9;  -999;    -999;   67.21;-999;   12.3;    5.6;    4.5;-999;   4.1;   4;    1.600;   0;eor
       44;20140216;   3;    5.8;   7.2;  -999;    -999;   78.04;-999;    8.4;    1.9;   -1.3;-999;   1.1;   4;    3.683;   0;eor
       44;20140217;   3;    3.8;   7.3;  -999;    -999;   90.75;-999;    8.2;   -1.0;   -3.3;-999;   0.2;   4;    0.617;   0;eor
       44;20140218;   3;    4.6;   7.2;  -999;    -999;   85.92;-999;    8.3;    1.3;   -1.8;-999;   1.5;   4;    0.000;   0;eor
       44;20140219;   3;    6.6;   8.5;  -999;    -999;   87.21;-999;    9.0;    4.6;    1.6;-999;   0.0;   4;    0.217;   0;eor
       44;20140220;   3;    7.6;   9.0;  -999;    -999;   86.96;-999;   11.5;    3.0;   -0.8;-999;   3.4;   4;    2.350;   0;eor
       44;20140221;   3;    6.7;   8.7;  -999;    -999;   88.04;-999;    8.9;    3.2;    0.2;-999;   0.5;   4;    1.367;   0;eor
       44;20140222;   3;    4.9;   7.3;  -999;    -999;   84.33;-999;    7.6;    3.1;    0.9;-999;   0.0;   0;    2.717;   0;eor
       44;20140223;   3;    5.8;   7.2;  -999;    -999;   77.92;-999;   10.8;    1.9;   -1.3;-999;   0.0;   0;    8.533;   0;eor
       44;20140224;   3;    6.5;   6.4;  -999;    -999;   68.38;-999;   12.7;    1.8;   -1.6;-999;   0.0;   0;    8.700;   0;eor
       44;20140225;   3;    8.4;   7.7;  -999;    -999;   70.25;-999;   14.1;    3.0;   -0.6;-999;   0.0;   0;    7.467;   0;eor
       44;20140226;   3;    6.2;   8.1;  -999;    -999;   85.50;-999;   11.1;    1.5;   -1.9;-999;   0.3;   4;    1.300;   0;eor
       44;20140227;   3;    5.4;   7.2;  -999;    -999;   82.21;-999;   10.7;   -0.1;   -3.0;-999;   2.0;   4;    7.567;   0;eor
       44;20140228;   3;    5.3;   7.7;  -999;    -999;   87.29;-999;    8.3;    1.7;   -1.1;-999;   0.0;   0;    1.000;   0;eor
       44;20140301;   3;    3.8;   7.4;  -999;    -999;   92.25;-999;    7.2;    0.5;   -2.2;-999;   3.2;   4;    0.817;   0;eor
       44;20140302;   3;    4.4;   7.0;  -999;    -999;   84.58;-999;    9.2;    0.8;   -2.0;-999;   0.0;   4;    4.217;   0;eor
       44;20140303;   3;    5.1;   7.0;  -999;    -999;   79.58;-999;    9.5;    1.1;   -2.6;-999;   0.0;   0;    3.067;   0;eor
       44;20140304;   3;    4.6;   6.8;  -999;    -999;   82.46;-999;   12.1;   -1.1;   -3.4;-999;   0.0;   0;    7.450;   0;eor
       44;20140305;   3;    5.1;   7.8;  -999;    -999;   89.46;-999;   10.9;   -0.7;   -2.9;-999;   0.0;   0;    3.850;   0;eor
       44;20140306;   3;    5.2;   6.9;  -999;    -999;   80.00;-999;   12.7;   -0.9;   -3.9;-999;   0.0;   0;    9.967;   0;eor
       44;20140307;   3;    7.9;   7.4;  -999;    -999;   70.96;-999;   13.2;    2.0;   -2.3;-999;   0.1;   4;    5.717;   0;eor
       44;20140308;   3;    7.0;   7.9;  -999;    -999;   79.63;-999;   13.1;   -1.7;   -4.0;-999;   0.0;   0;    9.783;   0;eor
       44;20140309;   3;   12.1;   7.3;  -999;    -999;   55.38;-999;   20.8;    5.5;   -1.1;-999;   0.0;   0;   10.367;   0;eor
       44;20140310;   3;    9.6;   7.3;  -999;    -999;   65.29;-999;   19.5;   -0.6;   -3.9;-999;   0.0;   0;   10.500;   0;eor
       44;20140311;   3;    7.9;   7.9;  -999;    -999;   75.50;-999;   13.7;    3.4;   -0.7;-999;   0.0;   0;    9.667;   0;eor
       44;20140312;   3;    6.5;   6.9;  -999;    -999;   73.67;-999;   14.2;   -0.7;   -4.8;-999;   0.0;   0;   10.833;   0;eor
       44;20140313;   3;    7.2;   7.1;  -999;    -999;   74.04;-999;   16.5;   -1.7;   -4.5;-999;   0.0;   0;    9.900;   0;eor
       44;20140314;   3;    5.6;   8.2;  -999;    -999;   90.21;-999;    9.2;    0.5;   -2.3;-999;   0.3;   4;    1.700;   0;eor
       44;20140315;   3;    8.2;   8.3;  -999;    -999;   76.04;-999;    9.4;    6.9;    6.2;-999;   4.1;   4;    0.450;   0;eor
       44;20140316;   3;    9.4;  10.5;  -999;    -999;   89.33;-999;   10.6;    8.4;    8.1;-999;   0.1;   4;    0.000;   0;eor
       44;20140317;   3;    9.7;   9.8;  -999;    -999;   81.29;-999;   11.1;    8.5;    8.0;-999;   0.0;   4;    0.017;   0;eor
       44;20140318;   3;    8.5;   9.5;  -999;    -999;   85.17;-999;   10.3;    7.0;    6.5;-999;   2.7;   4;    0.000;   0;eor
       44;20140319;   3;   10.1;   9.4;  -999;    -999;   76.50;-999;   13.8;    7.6;    6.8;-999;   0.0;   0;    4.200;   0;eor
       44;20140320;   3;   13.6;   8.0;  -999;    -999;   55.58;-999;   20.6;    5.3;    1.0;-999;   0.0;   0;   10.567;   0;eor
       44;20140321;   3;    7.7;   9.1;  -999;    -999;   86.79;-999;   14.7;    1.5;   -1.5;-999;   9.0;   4;    0.483;   0;eor
       44;20140322;   3;    5.9;   7.8;  -999;    -999;   85.17;-999;   11.3;    2.1;   -0.8;-999;   1.0;   4;    2.700;   0;eor
       44;20140323;   3;    4.4;   7.4;  -999;    -999;   89.50;-999;   10.2;    0.8;   -1.2;-999;   2.9;   4;    5.833;   0;eor
       44;20140324;   3;    3.6;   6.8;  -999;    -999;   86.88;-999;    9.7;   -1.0;   -3.3;-999;   0.1;   4;    5.000;   0;eor
       44;20140325;   3;    3.7;   6.4;  -999;    -999;   82.08;-999;   10.5;   -2.5;   -4.4;-999;   0.0;   0;    7.917;   0;eor
       44;20140326;   3;    4.9;   6.8;  -999;    -999;   80.08;-999;   10.6;    0.8;   -0.4;-999;   2.9;   4;    4.850;   0;eor
       44;20140327;   3;    7.1;   7.0;  -999;    -999;   70.83;-999;   12.7;    2.8;    1.5;-999;   0.0;   0;    8.600;   0;eor
       44;20140328;   3;    6.5;   7.9;  -999;    -999;   82.42;-999;   11.5;    2.4;    1.3;-999;   0.0;   0;    5.600;   0;eor
       44;20140329;   3;   10.8;   8.8;  -999;    -999;   71.42;-999;   18.2;    4.7;    3.0;-999;   0.0;   0;   10.317;   0;eor
       44;20140330;   3;   11.3;   9.7;  -999;    -999;   76.46;-999;   20.3;    3.7;   -0.3;-999;   0.0;   0;    9.467;   0;eor
       44;20140331;   3;   10.3;  10.1;  -999;    -999;   83.67;-999;   17.5;    6.2;    5.9;-999;   0.0;   0;    4.817;   0;eor
       44;20140401;   3;   11.9;  10.3;  -999;    -999;   75.96;-999;   18.9;    5.2;    3.4;-999;   0.0;   0;    5.150;   0;eor
       44;20140402;   3;   12.7;  10.5;  -999;    -999;   74.25;-999;   21.6;    4.3;    1.8;-999;   0.0;   0;    8.017;   0;eor
       44;20140403;   3;   12.3;  10.6;  -999;    -999;   76.08;-999;   20.4;    4.8;    3.1;-999;   0.0;   0;    9.133;   0;eor
       44;20140404;   3;   10.0;  10.5;  -999;    -999;   84.96;-999;   11.9;    8.0;    7.9;-999;   0.1;   4;    0.000;   0;eor
       44;20140405;   3;   10.7;  11.7;  -999;    -999;   90.96;-999;   14.9;    7.4;    3.9;-999;   0.5;   4;    0.417;   0;eor
       44;20140406;   3;   12.4;  12.3;  -999;    -999;   85.29;-999;   18.1;    6.4;    3.4;-999;   1.5;   4;    0.550;   0;eor
       44;20140407;   3;   16.4;  13.3;  -999;    -999;   72.88;-999;   21.1;   12.2;   10.0;-999;   1.0;   4;    3.933;   0;eor
       44;20140408;   3;    9.5;  10.1;  -999;    -999;   83.58;-999;   13.2;    5.1;    3.8;-999;   5.6;   4;    2.900;   0;eor
       44;20140409;   3;    7.9;   9.6;  -999;    -999;   90.17;-999;   11.6;    4.2;    3.0;-999;   2.4;   4;    2.850;   0;eor
       44;20140410;   3;   10.3;  10.8;  -999;    -999;   86.54;-999;   13.9;    7.6;    6.1;-999;   0.1;   4;    1.000;   0;eor
       44;20140411;   3;    9.5;   9.5;  -999;    -999;   80.33;-999;   13.8;    2.5;    0.4;-999;   0.0;   0;    2.500;   0;eor
       44;20140412;   3;    8.0;   8.0;  -999;    -999;   77.58;-999;   14.5;    1.0;   -1.5;-999;   0.3;   4;    4.917;   0;eor
       44;20140413;   3;   10.0;   8.3;  -999;    -999;   68.58;-999;   13.5;    7.0;    4.8;-999;   4.5;   4;    5.250;   0;eor
       44;20140414;   3;    7.2;   7.9;  -999;    -999;   78.25;-999;   10.3;    3.8;    2.7;-999;   1.9;   4;    5.817;   0;eor
       44;20140415;   3;    5.7;   6.7;  -999;    -999;   73.63;-999;    9.0;    1.6;   -0.3;-999;   0.0;   4;    3.033;   0;eor
       44;20140416;   3;    7.3;   6.3;  -999;    -999;   66.13;-999;   14.8;   -1.2;   -4.1;-999;   0.0;   0;   12.850;   0;eor
       44;20140417;   3;   10.3;   7.0;  -999;    -999;   58.83;-999;   17.0;    4.0;   -0.5;-999;   2.9;   4;    8.283;   0;eor
       44;20140418;   3;    7.6;   8.5;  -999;    -999;   82.21;-999;   11.3;    5.1;    4.1;-999;   2.2;   4;    4.533;   0;eor
       44;20140419;   3;   10.1;   8.8;  -999;    -999;   73.75;-999;   16.5;    3.0;    1.4;-999;   0.0;   0;   12.317;   0;eor
       44;20140420;   3;   14.2;  10.3;  -999;    -999;   66.00;-999;   21.6;    7.2;    5.4;-999;   1.4;   4;   11.167;   0;eor
       44;20140421;   3;   11.8;  12.2;  -999;    -999;   88.42;-999;   17.2;    8.5;    5.7;-999;   4.9;   4;    2.283;   0;eor
       44;20140422;   3;   13.2;  11.9;  -999;    -999;   80.46;-999;   19.5;    7.1;    4.0;-999;   0.0;   0;    8.633;   0;eor
       44;20140423;   3;   13.5;  12.3;  -999;    -999;   81.88;-999;   20.8;    5.8;    4.2;-999;   9.3;   4;    8.683;   0;eor
       44;20140424;   3;   13.8;  14.5;  -999;    -999;   92.13;-999;   18.5;   10.8;    9.3;-999;   0.0;   0;    4.567;   0;eor
       44;20140425;   3;   14.9;  13.4;  -999;    -999;   81.08;-999;   21.6;    9.4;    9.2;-999;   0.0;   0;    7.800;   0;eor
       44;20140426;   3;   14.5;  13.2;  -999;    -999;   79.71;-999;   18.6;   10.3;    8.1;-999;  13.5;   4;    6.117;   0;eor
